Data;País;Status;IQA;
20/04/2023;New Caledonia;Bom;12;
20/04/2023;New Zealand;Bom;33;
20/04/2023;Nigeria;Insalubre para grupos sensíveis;104;
20/04/2023;Norway;Moderado;67;
20/04/2023;Pakistan;Bom;47;
20/04/2023;Palestinian Territory;Bom;49;
20/04/2023;Peru;Moderado;61;
20/04/2023;Philippines;Bom;47;
20/04/2023;Poland;Moderado;85;
20/04/2023;Portugal;Bom;35;
20/04/2023;Puerto Rico;Bom;9;
20/04/2023;Qatar;Insalubre para grupos sensíveis;111;
20/04/2023;Reunion;Bom;12;
20/04/2023;Romania;Insalubre para grupos sensíveis;106;
20/04/2023;Russia;Moderado;76;
20/04/2023;San Marino;Bom;46;
20/04/2023;Saudi Arabia;Moderado;63;
20/04/2023;Senegal;Bom;29;
20/04/2023;Serbia;Moderado;99;
20/04/2023;Singapore;Moderado;51;
20/04/2023;Slovakia;Moderado;61;
20/04/2023;Slovenia;Bom;41;
20/04/2023;South Africa;Insalubre;155;
20/04/2023;South Korea;Moderado;96;
20/04/2023;Spain;Moderado;71;
20/04/2023;Sri Lanka;Moderado;78;
20/04/2023;Sudan;Insalubre para grupos sensíveis;124;
20/04/2023;Sweden;Insalubre para grupos sensíveis;122;
20/04/2023;Switzerland;Bom;28;
20/04/2023;Taiwan;Moderado;61;
20/04/2023;Tajikistan;Moderado;93;
20/04/2023;Thailand;Insalubre;196;
20/04/2023;Togo;Insalubre para grupos sensíveis;104;
20/04/2023;Trinidad and Tobago;Bom;40;
20/04/2023;Turkey;Moderado;96;
20/04/2023;Turkmenistan;Moderado;68;
20/04/2023;Uganda;Moderado;95;
20/04/2023;Ukraine;Moderado;68;
20/04/2023;United Arab Emirates;Moderado;74;
20/04/2023;United Kingdom of Great Britain and Northern Ireland;Moderado;63;
20/04/2023;United States of America;Moderado;98;
20/04/2023;Uzbekistan;Moderado;60;
20/04/2023;Vatican;Bom;46;
20/04/2023;Venezuela;Bom;21;
20/04/2023;Vietnam;Insalubre;153;
20/04/2023;Zambia;Bom;29;
27/04/2023;Albania;Bom;11;
27/04/2023;Andorra;Bom;23;
27/04/2023;Angola;Moderado;94;
27/04/2023;Argentina;Moderado;82;
27/04/2023;Armenia;Bom;24;
27/04/2023;Australia;Bom;46;
27/04/2023;Austria;Bom;41;
27/04/2023;Azerbaijan;Bom;37;
27/04/2023;Bahrain;Moderado;57;
27/04/2023;Bangladesh;Insalubre;162;
27/04/2023;Belarus;Bom;21;
27/04/2023;Belgium;Moderado;64;
27/04/2023;Belize;Moderado;61;
27/04/2023;Bermuda;Bom;14;
27/04/2023;Bolivia;Bom;13;
27/04/2023;Bosnia and Herzegovina;Moderado;58;
27/04/2023;Brazil;Moderado;59;
27/04/2023;Brunei;Bom;10;
27/04/2023;Bulgaria;Bom;27;
27/04/2023;Burkina Faso;Perigoso;303;
27/04/2023;Cambodia;Moderado;64;
27/04/2023;Canada;Moderado;65;
27/04/2023;Cape Verde;Bom;12;
27/04/2023;Cayman Islands;Bom;23;
27/04/2023;Central African Republic;Bom;17;
27/04/2023;Chile;Insalubre;188;
27/04/2023;China;Insalubre;166;
27/04/2023;Colombia;Moderado;78;
27/04/2023;Costa Rica;Moderado;88;
27/04/2023;Croatia;Bom;36;
27/04/2023;Cyprus;Moderado;53;
27/04/2023;Czech Republic;Moderado;69;
27/04/2023;Denmark;Bom;22;
27/04/2023;Dominican Republic;Bom;29;
27/04/2023;Ecuador;Moderado;69;
27/04/2023;Egypt;Bom;46;
27/04/2023;El Salvador;Insalubre para grupos sensíveis;111;
27/04/2023;Estonia;Bom;21;
27/04/2023;Ethiopia;Insalubre para grupos sensíveis;137;
27/04/2023;Finland;Bom;37;
27/04/2023;France;Moderado;62;
27/04/2023;French Guiana;Bom;19;
27/04/2023;Gabon;Moderado;67;
27/04/2023;Georgia;Moderado;72;
27/04/2023;Germany;Moderado;57;
27/04/2023;Ghana;Moderado;72;
27/04/2023;Gibraltar;Bom;50;
27/04/2023;Greece;Bom;35;
27/04/2023;Grenada;Bom;9;
27/04/2023;Guadeloupe;Bom;7;
27/04/2023;Guam;Bom;8;
27/04/2023;Guatemala;Insalubre para grupos sensíveis;141;
27/04/2023;Honduras;Insalubre;160;
27/04/2023;Hong Kong;Moderado;74;
27/04/2023;Iceland;Bom;6;
27/04/2023;India;Muito insalubre;256;
27/04/2023;Indonesia;Moderado;67;
27/04/2023;Iran;Insalubre para grupos sensíveis;121;
27/04/2023;Iraq;Insalubre;158;
27/04/2023;Ireland;Moderado;54;
27/04/2023;Israel;Moderado;73;
27/04/2023;Italy;Bom;42;
27/04/2023;Ivory Coast;Moderado;72;
27/04/2023;Japan;Moderado;85;
27/04/2023;Jersey;Insalubre;153;
27/04/2023;Jordan;Bom;29;
27/04/2023;Kazakhstan;Moderado;85;
27/04/2023;Kenya;Moderado;60;
27/04/2023;Kosovo;Bom;42;
27/04/2023;Kuwait;Moderado;78;
27/04/2023;Kyrgyzstan;Moderado;74;
27/04/2023;Laos;Moderado;98;
27/04/2023;Latvia;Bom;16;
27/04/2023;Lebanon;Insalubre para grupos sensíveis;126;
27/04/2023;Liberia;Moderado;62;
27/04/2023;Liechtenstein;Bom;9;
27/04/2023;Lithuania;Bom;22;
27/04/2023;Luxembourg;Bom;44;
27/04/2023;Macao;Moderado;91;
27/04/2023;Macedonia;Bom;46;
27/04/2023;Madagascar;Insalubre;155;
27/04/2023;Malaysia;Moderado;58;
27/04/2023;Malta;Bom;44;
27/04/2023;Martinique;Bom;9;
27/04/2023;Mexico;Insalubre para grupos sensíveis;150;
27/04/2023;Moldova;Bom;13;
27/04/2023;Monaco;Bom;25;
27/04/2023;Mongolia;Moderado;65;
27/04/2023;Montenegro;Bom;46;
27/04/2023;Myanmar;Insalubre para grupos sensíveis;118;
27/04/2023;Nepal;Insalubre;151;
27/04/2023;Netherlands;Bom;46;
27/04/2023;New Caledonia;Bom;21;
27/04/2023;New Zealand;Bom;30;
27/04/2023;Nigeria;Moderado;92;
27/04/2023;Norway;Bom;31;
27/04/2023;Pakistan;Moderado;85;
27/04/2023;Palestinian Territory;Bom;35;
27/04/2023;Peru;Bom;43;
27/04/2023;Philippines;Moderado;57;
27/04/2023;Poland;Moderado;82;
27/04/2023;Portugal;Bom;18;
27/04/2023;Puerto Rico;Bom;20;
27/04/2023;Qatar;Bom;42;
27/04/2023;Reunion;Bom;18;
27/04/2023;Romania;Moderado;68;
27/04/2023;Russia;Moderado;77;
27/04/2023;San Marino;Bom;35;
27/04/2023;Saudi Arabia;Moderado;61;
27/04/2023;Senegal;Moderado;98;
27/04/2023;Serbia;Insalubre para grupos sensíveis;101;
27/04/2023;Singapore;Bom;33;
27/04/2023;Slovakia;Bom;50;
27/04/2023;Slovenia;Bom;37;
27/04/2023;South Africa;Insalubre para grupos sensíveis;141;
27/04/2023;South Korea;Insalubre para grupos sensíveis;104;
27/04/2023;Spain;Moderado;72;
27/04/2023;Sri Lanka;Moderado;57;
27/04/2023;Sudan;Insalubre;151;
27/04/2023;Sweden;Bom;38;
27/04/2023;Switzerland;Bom;15;
27/04/2023;Taiwan;Moderado;82;
27/04/2023;Tajikistan;Moderado;58;
27/04/2023;Thailand;Insalubre;151;
27/04/2023;Togo;Moderado;86;
27/04/2023;Trinidad and Tobago;Bom;30;
27/04/2023;Turkey;Muito insalubre;226;
27/04/2023;Turkmenistan;Moderado;63;
27/04/2023;Uganda;Moderado;59;
27/04/2023;Ukraine;Moderado;59;
27/04/2023;United Arab Emirates;Moderado;69;
27/04/2023;United Kingdom of Great Britain and Northern Ireland;Moderado;75;
27/04/2023;United States of America;Moderado;100;
27/04/2023;Uzbekistan;Moderado;59;
27/04/2023;Vatican;Bom;30;
27/04/2023;Venezuela;Bom;6;
27/04/2023;Vietnam;Insalubre para grupos sensíveis;117;
27/04/2023;Zambia;Bom;28;
04/05/2023;Albania;Bom;24;
04/05/2023;Algeria;Bom;34;
04/05/2023;Andorra;Bom;37;
04/05/2023;Angola;Insalubre para grupos sensíveis;106;
04/05/2023;Argentina;Bom;28;
04/05/2023;Armenia;Bom;14;
04/05/2023;Australia;Bom;34;
04/05/2023;Austria;Moderado;54;
04/05/2023;Azerbaijan;Bom;17;
04/05/2023;Bahrain;Moderado;59;
04/05/2023;Bangladesh;Insalubre para grupos sensíveis;135;
04/05/2023;Belarus;Bom;35;
04/05/2023;Belgium;Moderado;64;
04/05/2023;Belize;Moderado;51;
04/05/2023;Bermuda;Bom;42;
04/05/2023;Bolivia;Bom;15;
04/05/2023;Bosnia and Herzegovina;Moderado;56;
04/05/2023;Brazil;Moderado;97;
04/05/2023;Brunei;Bom;11;
04/05/2023;Bulgaria;Bom;24;
04/05/2023;Burkina Faso;Perigoso;316;
04/05/2023;Cambodia;Bom;30;
04/05/2023;Canada;Moderado;63;
04/05/2023;Cape Verde;Bom;18;
04/05/2023;Cayman Islands;Bom;50;
04/05/2023;Central African Republic;Bom;38;
04/05/2023;Chile;Insalubre;170;
04/05/2023;China;Insalubre;159;
04/05/2023;Colombia;Moderado;70;
04/05/2023;Costa Rica;Bom;39;
04/05/2023;Croatia;Bom;42;
04/05/2023;Cyprus;Moderado;60;
04/05/2023;Czech Republic;Moderado;89;
04/05/2023;Denmark;Bom;27;
04/05/2023;Dominican Republic;Bom;43;
04/05/2023;Ecuador;Bom;27;
04/05/2023;Egypt;Bom;33;
04/05/2023;El Salvador;Moderado;90;
04/05/2023;Estonia;Bom;24;
04/05/2023;Ethiopia;Insalubre;175;
04/05/2023;Finland;Bom;29;
04/05/2023;France;Moderado;63;
04/05/2023;French Guiana;Bom;48;
04/05/2023;Georgia;Bom;47;
04/05/2023;Germany;Moderado;55;
04/05/2023;Ghana;Moderado;55;
04/05/2023;Gibraltar;Bom;40;
04/05/2023;Greece;Moderado;59;
04/05/2023;Grenada;Bom;12;
04/05/2023;Guadeloupe;Bom;12;
04/05/2023;Guam;Bom;3;
04/05/2023;Guatemala;Insalubre para grupos sensíveis;148;
04/05/2023;Honduras;Insalubre;168;
04/05/2023;Hong Kong;Moderado;52;
04/05/2023;Iceland;Bom;39;
04/05/2023;India;Insalubre;181;
04/05/2023;Indonesia;Moderado;61;
04/05/2023;Iran;Insalubre para grupos sensíveis;104;
04/05/2023;Iraq;Insalubre;163;
04/05/2023;Ireland;Moderado;56;
04/05/2023;Israel;Moderado;86;
04/05/2023;Italy;Bom;40;
04/05/2023;Ivory Coast;Bom;30;
04/05/2023;Japan;Moderado;89;
04/05/2023;Jersey;Moderado;71;
04/05/2023;Jordan;Bom;38;
04/05/2023;Kazakhstan;Moderado;75;
04/05/2023;Kenya;Moderado;99;
04/05/2023;Kosovo;Bom;28;
04/05/2023;Kuwait;Moderado;55;
04/05/2023;Kyrgyzstan;Moderado;67;
04/05/2023;Laos;Moderado;96;
04/05/2023;Latvia;Bom;13;
04/05/2023;Lebanon;Moderado;70;
04/05/2023;Liberia;Bom;48;
04/05/2023;Liechtenstein;Bom;11;
04/05/2023;Lithuania;Bom;14;
04/05/2023;Luxembourg;Bom;44;
04/05/2023;Macao;Moderado;57;
04/05/2023;Macedonia;Bom;50;
04/05/2023;Madagascar;Moderado;54;
04/05/2023;Malaysia;Moderado;56;
04/05/2023;Malta;Bom;37;
04/05/2023;Martinique;Bom;17;
04/05/2023;Mexico;Insalubre;161;
04/05/2023;Moldova;Bom;15;
04/05/2023;Monaco;Bom;39;
04/05/2023;Mongolia;Moderado;66;
04/05/2023;Montenegro;Bom;20;
04/05/2023;Myanmar;Moderado;85;
04/05/2023;Nepal;Moderado;96;
04/05/2023;Netherlands;Moderado;51;
04/05/2023;New Caledonia;Moderado;59;
04/05/2023;New Zealand;Bom;26;
04/05/2023;Nigeria;Moderado;53;
04/05/2023;Norway;Bom;37;
04/05/2023;Pakistan;Insalubre para grupos sensíveis;107;
04/05/2023;Palestinian Territory;Bom;47;
04/05/2023;Peru;Bom;47;
04/05/2023;Philippines;Bom;33;
04/05/2023;Poland;Moderado;81;
04/05/2023;Portugal;Bom;30;
04/05/2023;Puerto Rico;Bom;16;
04/05/2023;Qatar;Bom;33;
04/05/2023;Reunion;Bom;15;
04/05/2023;Romania;Moderado;67;
04/05/2023;Russia;Moderado;57;
04/05/2023;San Marino;Bom;39;
04/05/2023;Saudi Arabia;Moderado;78;
04/05/2023;Senegal;Bom;50;
04/05/2023;Serbia;Moderado;75;
04/05/2023;Singapore;Bom;33;
04/05/2023;Slovakia;Bom;48;
04/05/2023;Slovenia;Bom;50;
04/05/2023;South Africa;Moderado;68;
04/05/2023;South Korea;Moderado;90;
04/05/2023;Spain;Moderado;56;
04/05/2023;Sri Lanka;Moderado;51;
04/05/2023;Sudan;Insalubre para grupos sensíveis;139;
04/05/2023;Sweden;Bom;31;
04/05/2023;Switzerland;Bom;23;
04/05/2023;Taiwan;Moderado;96;
04/05/2023;Tajikistan;Moderado;68;
04/05/2023;Thailand;Insalubre para grupos sensíveis;146;
04/05/2023;Togo;Insalubre para grupos sensíveis;111;
04/05/2023;Trinidad and Tobago;Bom;44;
04/05/2023;Turkey;Insalubre para grupos sensíveis;113;
04/05/2023;Turkmenistan;Bom;30;
04/05/2023;Uganda;Insalubre para grupos sensíveis;109;
04/05/2023;Ukraine;Moderado;58;
04/05/2023;United Arab Emirates;Moderado;69;
04/05/2023;United Kingdom of Great Britain and Northern Ireland;Moderado;75;
04/05/2023;United States of America;Moderado;85;
04/05/2023;Uzbekistan;Moderado;52;
04/05/2023;Vatican;Bom;38;
04/05/2023;Venezuela;Bom;25;
04/05/2023;Vietnam;Insalubre para grupos sensíveis;105;
11/05/2023;Albania;Bom;11;
11/05/2023;Algeria;Bom;34;
11/05/2023;Andorra;Bom;13;
11/05/2023;Angola;Insalubre para grupos sensíveis;117;
11/05/2023;Argentina;Bom;14;
11/05/2023;Armenia;Bom;22;
11/05/2023;Australia;Bom;41;
11/05/2023;Austria;Bom;38;
11/05/2023;Azerbaijan;Bom;35;
11/05/2023;Bahrain;Insalubre para grupos sensíveis;102;
11/05/2023;Bangladesh;Insalubre para grupos sensíveis;132;
11/05/2023;Belarus;Bom;38;
11/05/2023;Belgium;Moderado;73;
11/05/2023;Belize;Bom;28;
11/05/2023;Bermuda;Bom;13;
11/05/2023;Bolivia;Bom;14;
11/05/2023;Bosnia and Herzegovina;Bom;41;
11/05/2023;Brazil;Moderado;72;
11/05/2023;Brunei;Bom;10;
11/05/2023;Bulgaria;Bom;20;
11/05/2023;Burkina Faso;Perigoso;313;
11/05/2023;Cambodia;Moderado;53;
11/05/2023;Canada;Moderado;81;
11/05/2023;Cape Verde;Bom;36;
11/05/2023;Cayman Islands;Bom;24;
11/05/2023;Central African Republic;Moderado;70;
11/05/2023;Chile;Insalubre;176;
11/05/2023;China;Insalubre;153;
11/05/2023;Colombia;Moderado;71;
11/05/2023;Costa Rica;Moderado;54;
11/05/2023;Croatia;Bom;33;
11/05/2023;Cyprus;Moderado;55;
11/05/2023;Czech Republic;Moderado;68;
11/05/2023;Denmark;Bom;32;
11/05/2023;Dominican Republic;Moderado;54;
11/05/2023;Ecuador;Moderado;76;
11/05/2023;Egypt;Moderado;59;
11/05/2023;El Salvador;Insalubre;154;
11/05/2023;Estonia;Bom;39;
11/05/2023;Ethiopia;Insalubre para grupos sensíveis;131;
11/05/2023;Finland;Moderado;55;
11/05/2023;France;Bom;46;
11/05/2023;French Guiana;Bom;16;
11/05/2023;Georgia;Bom;44;
11/05/2023;Germany;Moderado;71;
11/05/2023;Ghana;Bom;47;
11/05/2023;Gibraltar;Bom;43;
11/05/2023;Greece;Bom;40;
11/05/2023;Grenada;Bom;25;
11/05/2023;Guadeloupe;Bom;13;
11/05/2023;Guam;Bom;2;
11/05/2023;Guatemala;Insalubre para grupos sensíveis;124;
11/05/2023;Honduras;Insalubre;186;
11/05/2023;Hong Kong;Moderado;71;
11/05/2023;Iceland;Bom;20;
11/05/2023;India;Muito insalubre;218;
11/05/2023;Indonesia;Moderado;61;
11/05/2023;Iran;Insalubre para grupos sensíveis;122;
11/05/2023;Iraq;Insalubre;153;
11/05/2023;Ireland;Bom;23;
11/05/2023;Israel;Moderado;94;
11/05/2023;Italy;Moderado;73;
11/05/2023;Ivory Coast;Bom;25;
11/05/2023;Japan;Moderado;87;
11/05/2023;Jersey;Bom;37;
11/05/2023;Jordan;Bom;35;
11/05/2023;Kazakhstan;Insalubre para grupos sensíveis;108;
11/05/2023;Kenya;Bom;41;
11/05/2023;Kosovo;Bom;38;
11/05/2023;Kuwait;Moderado;97;
11/05/2023;Kyrgyzstan;Moderado;61;
11/05/2023;Laos;Moderado;74;
11/05/2023;Latvia;Bom;15;
11/05/2023;Lebanon;Moderado;97;
11/05/2023;Liberia;Moderado;55;
11/05/2023;Liechtenstein;Bom;17;
11/05/2023;Lithuania;Bom;31;
11/05/2023;Luxembourg;Bom;29;
11/05/2023;Macao;Moderado;82;
11/05/2023;Macedonia;Bom;35;
11/05/2023;Madagascar;Moderado;81;
11/05/2023;Malaysia;Moderado;73;
11/05/2023;Malta;Bom;37;
11/05/2023;Martinique;Bom;34;
11/05/2023;Mexico;Insalubre para grupos sensíveis;142;
11/05/2023;Moldova;Bom;32;
11/05/2023;Monaco;Bom;26;
11/05/2023;Mongolia;Moderado;84;
11/05/2023;Montenegro;Bom;19;
11/05/2023;Myanmar;Moderado;60;
11/05/2023;Nepal;Insalubre para grupos sensíveis;113;
11/05/2023;Netherlands;Moderado;64;
11/05/2023;New Caledonia;Bom;31;
11/05/2023;New Zealand;Moderado;52;
11/05/2023;Nigeria;Moderado;74;
11/05/2023;Norway;Moderado;57;
11/05/2023;Pakistan;Moderado;97;
11/05/2023;Palestinian Territory;Moderado;54;
11/05/2023;Peru;Moderado;68;
11/05/2023;Philippines;Bom;40;
11/05/2023;Poland;Moderado;67;
11/05/2023;Portugal;Bom;31;
11/05/2023;Puerto Rico;Bom;20;
11/05/2023;Qatar;Moderado;56;
11/05/2023;Reunion;Bom;20;
11/05/2023;Romania;Moderado;59;
11/05/2023;Russia;Moderado;75;
11/05/2023;San Marino;Bom;38;
11/05/2023;Saudi Arabia;Bom;50;
11/05/2023;Senegal;Muito insalubre;284;
11/05/2023;Serbia;Moderado;55;
11/05/2023;Singapore;Bom;27;
11/05/2023;Slovakia;Bom;48;
11/05/2023;Slovenia;Bom;42;
11/05/2023;South Africa;Insalubre para grupos sensíveis;150;
11/05/2023;South Korea;Insalubre para grupos sensíveis;120;
11/05/2023;Spain;Moderado;63;
11/05/2023;Sri Lanka;Bom;47;
11/05/2023;Sudan;Insalubre para grupos sensíveis;149;
11/05/2023;Sweden;Moderado;59;
11/05/2023;Switzerland;Bom;17;
11/05/2023;Taiwan;Insalubre para grupos sensíveis;105;
11/05/2023;Tajikistan;Moderado;60;
11/05/2023;Thailand;Insalubre para grupos sensíveis;111;
11/05/2023;Togo;Moderado;69;
11/05/2023;Trinidad and Tobago;Moderado;56;
11/05/2023;Turkey;Moderado;97;
11/05/2023;Turkmenistan;Moderado;91;
11/05/2023;Uganda;Moderado;100;
11/05/2023;Ukraine;Moderado;58;
11/05/2023;United Arab Emirates;Moderado;79;
11/05/2023;United Kingdom of Great Britain and Northern Ireland;Bom;46;
11/05/2023;United States of America;Insalubre para grupos sensíveis;103;
11/05/2023;Uzbekistan;Moderado;57;
11/05/2023;Vatican;Bom;50;
11/05/2023;Venezuela;Bom;17;
11/05/2023;Vietnam;Modderado;94;
11/05/2023;Zambia;Modderado;67;
